user_id,first_send_date,cohort
10883,2020-08-11 20:52:59.786036+00:00,August 2020
10884,2020-08-11 21:01:52.190318+00:00,August 2020
10885,2020-08-11 21:08:51.432666+00:00,August 2020
10886,,
10887,2020-08-11 21:46:10.416303+00:00,August 2020
10888,2020-08-11 21:48:24.534803+00:00,August 2020
10889,2020-08-11 22:01:45.304767+00:00,August 2020
10890,2020-08-11 22:29:38.619667+00:00,August 2020
10891,2020-08-11 23:28:22.981988+00:00,August 2020
10892,2020-08-11 23:28:50.652443+00:00,August 2020
10893,2020-08-12 01:20:27.249158+00:00,August 2020
10894,2020-08-12 02:03:40.163637+00:00,August 2020
10895,2020-08-12 02:10:18.533335+00:00,August 2020
10896,2020-08-12 02:17:22.601457+00:00,August 2020
10897,2020-08-12 02:24:03.343552+00:00,August 2020
10898,2020-08-12 02:36:48.301263+00:00,August 2020
10899,2020-08-12 02:38:02.123453+00:00,August 2020
10901,2020-08-12 04:26:42.248209+00:00,August 2020
10902,2020-08-12 04:33:13.347282+00:00,August 2020
10903,2020-08-12 05:14:30.990728+00:00,August 2020
10904,2020-08-12 05:23:28.206019+00:00,August 2020
10906,2020-08-12 05:42:00.770975+00:00,August 2020
10907,2020-08-12 05:46:43.810462+00:00,August 2020
10909,2020-08-12 06:00:40.726937+00:00,August 2020
10910,2020-08-12 06:11:44.843168+00:00,August 2020
10911,2020-08-12 06:27:12.453918+00:00,August 2020
10912,2020-08-12 06:38:02.554813+00:00,August 2020
10913,2020-08-12 06:43:16.013726+00:00,August 2020
10914,2020-08-12 06:47:19.707304+00:00,August 2020
10915,2020-08-12 07:12:31.369613+00:00,August 2020
10916,2020-08-12 07:18:00.091293+00:00,August 2020
10918,2020-08-12 07:24:08.491588+00:00,August 2020
10919,2020-08-12 07:41:27.889337+00:00,August 2020
10920,2020-08-12 07:52:48.677627+00:00,August 2020
10922,2020-08-12 08:01:31.394553+00:00,August 2020
10923,2020-08-12 08:02:41.308692+00:00,August 2020
10924,2020-08-12 08:05:49.034119+00:00,August 2020
10925,2020-08-12 08:19:14.183752+00:00,August 2020
10926,2020-08-12 08:22:55.391358+00:00,August 2020
10927,2020-08-12 08:25:05.531784+00:00,August 2020
10928,2020-08-12 08:29:08.203748+00:00,August 2020
10929,2020-08-12 08:32:49.149277+00:00,August 2020
10930,2020-08-12 08:53:09.805771+00:00,August 2020
10932,2020-08-12 08:56:11.166743+00:00,August 2020
10933,2020-08-12 09:03:02.463343+00:00,August 2020
10935,2020-08-12 09:26:28.811202+00:00,August 2020
10937,2020-08-12 09:28:12.985291+00:00,August 2020
10938,2020-08-12 09:28:57.841880+00:00,August 2020
10939,2020-08-12 09:30:19.230806+00:00,August 2020
10941,2020-08-12 09:32:22.168536+00:00,August 2020
10942,,
10943,2020-08-12 09:34:57.465923+00:00,August 2020
10944,2020-08-12 09:47:15.038753+00:00,August 2020
10945,2020-08-12 09:49:18.537425+00:00,August 2020
10946,2020-08-12 09:52:36.178624+00:00,August 2020
10947,2020-08-12 09:55:50.199874+00:00,August 2020
10949,2020-08-12 10:14:08.002537+00:00,August 2020
10950,2020-08-12 10:23:48.134621+00:00,August 2020
10951,2020-08-12 10:31:03.960927+00:00,August 2020
10952,2020-08-12 10:34:53.076180+00:00,August 2020
10953,2020-08-12 10:51:54.932424+00:00,August 2020
10955,2020-08-12 11:10:35.432294+00:00,August 2020
10956,2020-08-12 11:20:31.117879+00:00,August 2020
10957,2020-08-12 11:30:54.614159+00:00,August 2020
10958,2020-08-12 11:36:29.750149+00:00,August 2020
10959,2020-08-12 12:13:58.761597+00:00,August 2020
10960,2020-08-12 12:14:16.808356+00:00,August 2020
10961,2020-08-12 12:15:02.619355+00:00,August 2020
10962,2020-08-12 12:18:00.894182+00:00,August 2020
10963,2020-08-12 12:27:59.361565+00:00,August 2020
10964,2020-08-12 12:33:26.810470+00:00,August 2020
10965,2020-08-12 13:00:38.288692+00:00,August 2020
10966,2020-08-12 13:02:12.899622+00:00,August 2020
10967,2020-08-12 13:08:53.800403+00:00,August 2020
10968,2020-08-12 13:21:43.756569+00:00,August 2020
10969,2020-08-12 13:22:04.081711+00:00,August 2020
10970,2020-08-12 13:29:30.263258+00:00,August 2020
10971,2020-08-12 13:32:00.825527+00:00,August 2020
10972,2020-08-12 13:50:47.264465+00:00,August 2020
10973,2020-08-12 13:53:35.114911+00:00,August 2020
10974,2020-08-12 13:57:30.059573+00:00,August 2020
10975,2020-08-12 13:58:15.891182+00:00,August 2020
10976,2020-08-12 14:03:18.713013+00:00,August 2020
10977,2020-08-12 14:08:08.806693+00:00,August 2020
10978,2020-08-12 14:14:55.220549+00:00,August 2020
10980,2020-08-12 14:33:53.319387+00:00,August 2020
10981,2020-08-12 14:39:49.770566+00:00,August 2020
10982,2020-08-12 14:48:57.355485+00:00,August 2020
10983,2020-08-12 15:00:01.225551+00:00,August 2020
10985,2020-08-12 15:13:43.883903+00:00,August 2020
10986,2020-08-12 15:13:58.060703+00:00,August 2020
10987,2020-08-12 15:27:20.457222+00:00,August 2020
10988,2020-08-12 15:38:54.056652+00:00,August 2020
10989,2020-08-12 15:41:42.821378+00:00,August 2020
10990,2020-08-12 15:46:20.456042+00:00,August 2020
10991,2020-08-12 15:56:10.879664+00:00,August 2020
10992,2020-08-12 15:59:15.849334+00:00,August 2020
10993,2020-08-12 16:01:41.329777+00:00,August 2020
10994,2020-08-12 16:02:51.230671+00:00,August 2020
10995,2020-08-12 16:05:26.423533+00:00,August 2020
10996,2020-08-12 16:07:42.124185+00:00,August 2020
10997,2020-08-12 16:11:10.851659+00:00,August 2020
10998,2020-08-12 16:20:25.659031+00:00,August 2020
10999,2020-08-12 16:24:18.463899+00:00,August 2020
11000,2020-08-12 16:25:06.271728+00:00,August 2020
11001,2020-08-12 16:32:35.906209+00:00,August 2020
11002,2020-08-12 16:35:04.977794+00:00,August 2020
11003,2020-08-12 16:43:15.942495+00:00,August 2020
11004,2020-08-12 16:50:36.807619+00:00,August 2020
11005,2020-08-12 16:51:16.468844+00:00,August 2020
11006,2020-08-12 16:58:32.399220+00:00,August 2020
11008,2020-08-12 17:23:29.831718+00:00,August 2020
11009,2020-08-12 17:28:52.732965+00:00,August 2020
11010,2020-08-12 18:12:44.260853+00:00,August 2020
11011,2020-08-12 18:14:41.178492+00:00,August 2020
11012,2020-08-12 18:18:40.861731+00:00,August 2020
11013,2020-08-12 18:20:32.163176+00:00,August 2020
11014,2020-08-12 18:34:21.981201+00:00,August 2020
11015,2020-08-12 18:36:13.458453+00:00,August 2020
11016,2020-08-12 18:37:48.658144+00:00,August 2020
11017,2020-08-12 18:38:52.128055+00:00,August 2020
11018,2020-08-12 18:49:20.003094+00:00,August 2020
11019,2020-08-12 18:51:20.429214+00:00,August 2020
11020,2020-08-12 18:57:00.908376+00:00,August 2020
11021,2020-08-12 18:58:01.654446+00:00,August 2020
11022,2020-08-12 19:07:31.586562+00:00,August 2020
11023,2020-08-12 19:14:49.859839+00:00,August 2020
11024,2020-08-12 19:23:19.862786+00:00,August 2020
11025,2020-08-12 19:35:00.847442+00:00,August 2020
11026,2020-08-12 19:39:54.700442+00:00,August 2020
11027,2020-08-12 19:47:00.419291+00:00,August 2020
11028,2020-08-12 19:53:08.855887+00:00,August 2020
11029,2020-08-12 19:53:28.513808+00:00,August 2020
11030,2020-08-12 20:13:38.689886+00:00,August 2020
11031,2020-08-12 20:18:07.908685+00:00,August 2020
11032,2020-08-12 20:22:49.236459+00:00,August 2020
11033,2020-08-12 21:04:23.393146+00:00,August 2020
11034,2020-08-12 21:12:12.958799+00:00,August 2020
11035,2020-08-12 21:27:16.563073+00:00,August 2020
11037,2020-08-12 22:00:12.335712+00:00,August 2020
11038,2020-08-12 22:04:01.100319+00:00,August 2020
11039,2020-08-12 22:12:30.510121+00:00,August 2020
11040,2020-08-12 22:30:36.600619+00:00,August 2020
11042,2020-08-12 22:44:11.202913+00:00,August 2020
11043,2020-08-12 23:00:48.448706+00:00,August 2020
11044,2020-08-12 23:44:54.249194+00:00,August 2020
11045,2020-08-12 23:48:59.895688+00:00,August 2020
11046,2020-08-13 00:15:44.313281+00:00,August 2020
11047,2020-08-13 00:26:57.967893+00:00,August 2020
11048,2020-08-13 04:00:24.587315+00:00,August 2020
11049,2020-08-13 04:00:58.326040+00:00,August 2020
11050,2020-08-13 04:13:22.318146+00:00,August 2020
11051,2020-08-13 04:27:37.126039+00:00,August 2020
11052,2020-08-13 04:41:23.315761+00:00,August 2020
11053,2020-08-13 04:54:31.168316+00:00,August 2020
11054,2020-08-13 05:03:17.994509+00:00,August 2020
11055,2020-08-13 05:10:32.581664+00:00,August 2020
11056,2020-08-13 05:56:53.001834+00:00,August 2020
11057,2020-08-13 06:05:44.202524+00:00,August 2020
11058,2020-08-13 06:12:13.751995+00:00,August 2020
11059,2020-08-13 06:20:29.043489+00:00,August 2020
11060,2020-08-13 06:34:57.526567+00:00,August 2020
11061,2020-08-13 06:46:37.353334+00:00,August 2020
11062,2020-08-13 06:53:29.640143+00:00,August 2020
11063,2020-08-13 07:10:17.417469+00:00,August 2020
11064,2020-08-13 07:12:28.893002+00:00,August 2020
11065,2020-08-13 07:30:21.103920+00:00,August 2020
11066,2020-08-13 07:31:12.776690+00:00,August 2020
11068,2020-08-13 07:36:49.079598+00:00,August 2020
11069,2020-08-13 07:38:02.838562+00:00,August 2020
11070,2020-08-13 07:41:24.636616+00:00,August 2020
11071,2020-08-13 07:41:50.242622+00:00,August 2020
11072,2020-08-13 07:43:26.190229+00:00,August 2020
11073,2020-08-13 07:51:12.300821+00:00,August 2020
11074,2020-08-13 07:51:36.219082+00:00,August 2020
11075,2020-08-13 07:53:28.134085+00:00,August 2020
11076,2020-08-13 08:00:41.093163+00:00,August 2020
11077,2020-08-13 08:06:47.154414+00:00,August 2020
11078,2020-08-13 08:06:48.331274+00:00,August 2020
11080,2020-08-13 08:29:18.016575+00:00,August 2020
11081,2020-08-13 08:29:50.543267+00:00,August 2020
11084,2020-08-13 08:39:46.164912+00:00,August 2020
11085,2020-08-13 08:39:59.656400+00:00,August 2020
11087,2020-08-13 08:54:47.226019+00:00,August 2020
11088,2020-08-13 09:00:24.392479+00:00,August 2020
11089,2020-08-13 09:07:58.958035+00:00,August 2020
11090,2020-08-13 09:14:58.019320+00:00,August 2020
11091,2020-08-13 09:16:25.084658+00:00,August 2020
11092,2020-08-13 09:19:15.336578+00:00,August 2020
11093,2020-08-13 09:23:33.356709+00:00,August 2020
11095,2020-08-13 09:31:44.537092+00:00,August 2020
11096,2020-08-13 09:34:50.046107+00:00,August 2020
11097,2020-08-13 09:34:50.368729+00:00,August 2020
11098,2020-08-13 09:43:46.596651+00:00,August 2020
11099,2020-08-13 09:56:53.458566+00:00,August 2020
11100,2020-08-13 10:04:13.486686+00:00,August 2020
11101,2020-08-13 10:12:32.244549+00:00,August 2020
11103,2020-08-13 10:36:59.209886+00:00,August 2020
11104,2020-08-13 10:49:02.717824+00:00,August 2020
11105,2020-08-13 10:49:37.569007+00:00,August 2020
11106,2020-08-13 10:55:56.146435+00:00,August 2020
11107,2020-08-13 10:57:40.884778+00:00,August 2020
11108,2020-08-13 10:57:51.741374+00:00,August 2020
11109,2020-08-13 10:58:35.955089+00:00,August 2020
11110,2020-08-13 11:01:22.468587+00:00,August 2020
11111,2020-08-13 11:02:33.068528+00:00,August 2020
11112,2020-08-13 11:03:38.258996+00:00,August 2020
11113,2020-08-13 11:04:14.525280+00:00,August 2020
11114,2020-08-13 11:11:43.938328+00:00,August 2020
11115,2020-08-13 11:13:11.025855+00:00,August 2020
11116,2020-08-13 11:16:10.524781+00:00,August 2020
11117,2020-08-13 11:17:14.102542+00:00,August 2020
11118,2020-08-13 11:18:07.293745+00:00,August 2020
11119,2020-08-13 11:19:36.484009+00:00,August 2020
11120,2020-08-13 11:28:44.314157+00:00,August 2020
11121,2020-08-13 11:35:13.194909+00:00,August 2020
11122,2020-08-13 11:35:59.605363+00:00,August 2020
11123,2020-08-13 11:44:53.175774+00:00,August 2020
11124,2020-08-13 11:47:48.632663+00:00,August 2020
11125,2020-08-13 11:57:33.081347+00:00,August 2020
11126,2020-08-13 12:00:00.797818+00:00,August 2020
11127,2020-08-13 12:02:17.421609+00:00,August 2020
11128,2020-08-13 12:03:06.452590+00:00,August 2020
11129,2020-08-13 12:04:01.241875+00:00,August 2020
11130,2020-08-13 12:04:47.491926+00:00,August 2020
11131,2020-08-13 12:05:54.279315+00:00,August 2020
11132,2020-08-13 12:08:59.435515+00:00,August 2020
11133,2020-08-13 12:12:29.252261+00:00,August 2020
11134,2020-08-13 12:15:50.370748+00:00,August 2020
11135,2020-08-13 12:16:07.886229+00:00,August 2020
11136,2020-08-13 12:23:42.930634+00:00,August 2020
11137,2020-08-13 12:24:50.768232+00:00,August 2020
11138,2020-08-13 12:30:15.604409+00:00,August 2020
11139,2020-08-13 12:33:39.196154+00:00,August 2020
11140,2020-08-13 12:40:58.715814+00:00,August 2020
11141,2020-08-13 12:43:34.922266+00:00,August 2020
11142,2020-08-13 12:47:36.066158+00:00,August 2020
11143,2020-08-13 12:50:06.366984+00:00,August 2020
11144,2020-08-13 12:55:29.464529+00:00,August 2020
11145,2020-08-13 12:56:56.414080+00:00,August 2020
11146,2020-08-13 13:00:49.182054+00:00,August 2020
11147,2020-08-13 13:05:41.750287+00:00,August 2020
11148,2020-08-13 13:13:25.065775+00:00,August 2020
11149,2020-08-13 13:18:35.996908+00:00,August 2020
11150,2020-08-13 13:18:55.095984+00:00,August 2020
11151,2020-08-13 13:24:39.630366+00:00,August 2020
11152,2020-08-13 13:41:49.038086+00:00,August 2020
11153,2020-08-13 13:44:11.530309+00:00,August 2020
11155,2020-08-13 14:09:55.780805+00:00,August 2020
11156,2020-08-13 14:15:28.842879+00:00,August 2020
11157,2020-08-13 14:16:02.588661+00:00,August 2020
11158,2020-08-13 14:18:26.753753+00:00,August 2020
11159,2020-08-13 14:33:00.707490+00:00,August 2020
11160,2020-08-13 14:35:28.565132+00:00,August 2020
11161,2020-08-13 14:40:49.874474+00:00,August 2020
11162,2020-08-13 14:49:54.329819+00:00,August 2020
11163,2020-08-13 14:53:04.611633+00:00,August 2020
11165,2020-08-13 15:10:55.497886+00:00,August 2020
11166,2020-08-13 15:11:11.722835+00:00,August 2020
11167,2020-08-13 15:12:25.281077+00:00,August 2020
11168,2020-08-13 15:13:16.705522+00:00,August 2020
11169,2020-08-13 15:16:19.828255+00:00,August 2020
11172,2020-08-13 15:36:23.230023+00:00,August 2020
11173,2020-08-13 15:38:01.556956+00:00,August 2020
11174,2020-08-13 15:57:46.403714+00:00,August 2020
11175,2020-08-13 16:04:16.622458+00:00,August 2020
11177,2020-08-13 16:07:39.621226+00:00,August 2020
11178,2020-08-13 16:09:10.481578+00:00,August 2020
11179,2020-08-13 16:22:20.302361+00:00,August 2020
11180,2020-08-13 16:22:25.419136+00:00,August 2020
11181,2020-08-13 16:26:31.750233+00:00,August 2020
11182,2020-08-13 16:29:47.810127+00:00,August 2020
11183,2020-08-13 16:31:51.637053+00:00,August 2020
11184,2020-08-13 16:35:16.627571+00:00,August 2020
11185,2020-08-13 16:41:31.445166+00:00,August 2020
11186,2020-08-13 16:53:13.710172+00:00,August 2020
11187,2020-08-13 16:55:48.740860+00:00,August 2020
11188,2020-08-13 17:02:46.487190+00:00,August 2020
11189,2020-08-13 17:09:27.075784+00:00,August 2020
11190,2020-08-13 17:15:36.047596+00:00,August 2020
11191,2020-08-13 17:18:16.986711+00:00,August 2020
11192,2020-08-13 17:23:04.350715+00:00,August 2020
11193,2020-08-13 17:25:08.146934+00:00,August 2020
11194,2020-08-13 17:29:59.658226+00:00,August 2020
11195,2020-08-13 17:34:13.132577+00:00,August 2020
11196,2020-08-13 17:38:38.440496+00:00,August 2020
11197,2020-08-13 17:54:17.378944+00:00,August 2020
11198,2020-08-13 17:55:23.520018+00:00,August 2020
11199,2020-08-13 17:56:39.492340+00:00,August 2020
11200,2020-08-13 18:09:15.427913+00:00,August 2020
11201,2020-08-13 18:12:27.078582+00:00,August 2020
11202,2020-08-13 18:13:16.734321+00:00,August 2020
11203,2020-08-13 18:15:05.009124+00:00,August 2020
11204,2020-08-13 18:30:44.713837+00:00,August 2020
11205,2020-08-13 18:38:46.308168+00:00,August 2020
11206,2020-08-13 18:40:02.295117+00:00,August 2020
11207,2020-08-13 18:53:04.194314+00:00,August 2020
11208,2020-08-13 19:01:23.608210+00:00,August 2020
11210,2020-08-13 19:05:50.008597+00:00,August 2020
11211,2020-08-13 19:07:22.306342+00:00,August 2020
11213,2020-08-13 19:14:29.112088+00:00,August 2020
11214,2020-08-13 19:15:43.573175+00:00,August 2020
11215,2020-08-13 19:26:23.244422+00:00,August 2020
11216,2020-08-13 19:29:00.883170+00:00,August 2020
11217,2020-08-13 20:03:21.520633+00:00,August 2020
11218,2020-08-13 20:03:28.749956+00:00,August 2020
11219,2020-08-13 20:15:50.356237+00:00,August 2020
11220,2020-08-13 20:16:01.982863+00:00,August 2020
11222,,
11223,2020-08-13 20:46:07.244648+00:00,August 2020
11224,2020-08-13 20:46:17.683221+00:00,August 2020
11227,2020-08-13 20:59:27.764272+00:00,August 2020
11228,2020-08-13 21:04:54.185796+00:00,August 2020
11229,2020-08-13 21:07:58.160603+00:00,August 2020
11230,2020-08-13 21:26:55.846719+00:00,August 2020
11231,2020-08-13 21:30:58.167619+00:00,August 2020
11232,2020-08-13 21:34:49.937313+00:00,August 2020
11234,2020-08-13 21:35:12.479681+00:00,August 2020
11235,2020-08-13 21:43:37.289652+00:00,August 2020
11236,2020-08-13 21:49:08.690756+00:00,August 2020
11237,,
11238,2020-08-13 22:24:46.448998+00:00,August 2020
11239,2020-08-13 22:41:04.122291+00:00,August 2020
11240,2020-08-13 22:41:34.797770+00:00,August 2020
11241,2020-08-13 22:44:08.565610+00:00,August 2020
11242,2020-08-13 22:46:50.681310+00:00,August 2020
11243,2020-08-13 22:48:38.326243+00:00,August 2020
11244,2020-08-13 22:48:59.546793+00:00,August 2020
11245,2020-08-13 22:53:27.023087+00:00,August 2020
11246,2020-08-13 23:03:12.136902+00:00,August 2020
11247,2020-08-13 23:12:13.727703+00:00,August 2020
11248,2020-08-13 23:16:46.693027+00:00,August 2020
11249,2020-08-13 23:26:55.678092+00:00,August 2020
11250,2020-08-13 23:28:56.251762+00:00,August 2020
11251,2020-08-14 00:26:39.909419+00:00,August 2020
11252,2020-08-14 01:01:20.124749+00:00,August 2020
11253,2020-08-14 01:33:07.764333+00:00,August 2020
11254,2020-08-14 03:44:13.121949+00:00,August 2020
11255,2020-08-14 03:53:00.467176+00:00,August 2020
11256,2020-08-14 04:09:54.211143+00:00,August 2020
11257,2020-08-14 04:33:29.702527+00:00,August 2020
11258,2020-08-14 05:17:04.378256+00:00,August 2020
11259,2020-08-14 05:35:05.946859+00:00,August 2020
11260,2020-08-14 05:39:26.575151+00:00,August 2020
11261,2020-08-14 05:46:59.562752+00:00,August 2020
11262,2020-08-14 05:47:40.799552+00:00,August 2020
11263,2020-08-14 05:52:39.739203+00:00,August 2020
11264,2020-08-14 05:58:48.114769+00:00,August 2020
11267,2020-08-14 07:09:44.142459+00:00,August 2020
11269,2020-08-14 07:14:05.183670+00:00,August 2020
11270,2020-08-14 07:14:57.277752+00:00,August 2020
11271,2020-08-14 07:21:54.178574+00:00,August 2020
11272,2020-08-14 07:21:58.137899+00:00,August 2020
11273,2020-08-14 07:25:56.127494+00:00,August 2020
11274,2020-08-14 07:27:13.996900+00:00,August 2020
11276,2020-08-14 07:45:07.535799+00:00,August 2020
11277,2020-08-14 07:50:49.803309+00:00,August 2020
11278,2020-08-14 07:50:55.081680+00:00,August 2020
11279,2020-08-14 07:56:59.746611+00:00,August 2020
11280,2020-08-14 07:57:19.450590+00:00,August 2020
11281,2020-08-14 07:59:23.152472+00:00,August 2020
11282,2020-08-14 08:04:40.249204+00:00,August 2020
11283,2020-08-14 08:05:12.101030+00:00,August 2020
11284,2020-08-14 08:07:45.319954+00:00,August 2020
11285,2020-08-14 08:17:10.276393+00:00,August 2020
11286,,
11287,2020-08-14 08:25:37.094883+00:00,August 2020
11288,2020-08-14 08:29:08.611183+00:00,August 2020
11290,2020-08-14 08:30:18.786572+00:00,August 2020
11291,2020-08-14 08:33:20.270477+00:00,August 2020
11293,2020-08-14 08:37:24.100778+00:00,August 2020
11295,2020-08-14 08:44:17.092306+00:00,August 2020
11296,2020-08-14 08:45:22.709857+00:00,August 2020
11297,2020-08-14 08:46:33.214660+00:00,August 2020
11298,2020-08-14 08:49:31.873099+00:00,August 2020
11299,2020-08-14 08:53:14.267212+00:00,August 2020
11300,2020-08-14 09:07:46.068504+00:00,August 2020
11302,2020-08-14 09:22:03.059221+00:00,August 2020
11303,2020-08-14 09:22:48.819860+00:00,August 2020
11304,2020-08-14 09:40:36.513387+00:00,August 2020
11305,2020-08-14 09:42:51.520716+00:00,August 2020
11306,2020-08-14 09:50:56.486154+00:00,August 2020
11307,2020-08-14 09:56:26.512944+00:00,August 2020
11308,2020-08-14 10:00:17.575579+00:00,August 2020
11310,2020-08-14 10:13:03.300799+00:00,August 2020
11311,2020-08-14 10:26:43.572867+00:00,August 2020
11312,2020-08-14 10:32:45.738647+00:00,August 2020
11314,2020-08-14 10:38:06.737977+00:00,August 2020
11315,2020-08-14 10:45:39.925122+00:00,August 2020
11316,2020-08-14 10:47:31.184863+00:00,August 2020
11317,2020-08-14 10:49:27.107412+00:00,August 2020
11318,2020-08-14 10:51:59.399062+00:00,August 2020
11319,2020-08-14 10:57:29.617318+00:00,August 2020
11320,2020-08-14 10:57:44.852665+00:00,August 2020
11321,2020-08-14 10:58:41.520997+00:00,August 2020
11322,2020-08-14 11:01:30.518974+00:00,August 2020
11323,2020-08-14 11:02:41.934449+00:00,August 2020
11324,2020-08-14 11:05:12.511119+00:00,August 2020
11325,2020-08-14 11:17:00.188112+00:00,August 2020
11326,2020-08-14 11:18:41.591175+00:00,August 2020
11327,2020-08-14 11:26:50.964894+00:00,August 2020
11329,2020-08-14 11:35:44.415387+00:00,August 2020
11330,2020-08-14 11:36:46.823064+00:00,August 2020
11331,2020-08-14 11:37:03.556208+00:00,August 2020
11332,2020-08-14 11:39:41.829359+00:00,August 2020
11333,2020-08-14 11:40:25.257853+00:00,August 2020
11334,2020-08-14 11:43:38.178672+00:00,August 2020
11335,2020-08-14 11:48:28.463715+00:00,August 2020
11336,2020-08-14 11:50:16.156887+00:00,August 2020
11337,2020-08-14 11:50:33.444351+00:00,August 2020
11338,2020-08-14 11:52:41.189357+00:00,August 2020
11339,2020-08-14 11:57:27.985837+00:00,August 2020
11340,2020-08-14 11:58:09.320595+00:00,August 2020
11342,2020-08-14 12:05:52.621049+00:00,August 2020
11344,2020-08-14 12:07:43.557094+00:00,August 2020
11345,2020-08-14 12:13:16.205036+00:00,August 2020
11346,2020-08-14 12:24:56.663168+00:00,August 2020
11347,2020-08-14 12:39:44.409865+00:00,August 2020
11348,2020-08-14 12:41:36.246990+00:00,August 2020
11349,2020-08-14 12:49:05.397134+00:00,August 2020
11350,2020-08-14 12:57:39.873166+00:00,August 2020
11351,2020-08-14 13:00:31.267354+00:00,August 2020
11352,2020-08-14 13:04:29.502730+00:00,August 2020
11353,2020-08-14 13:04:57.193086+00:00,August 2020
11354,2020-08-14 13:07:47.404450+00:00,August 2020
11355,2020-08-14 13:08:59.640665+00:00,August 2020
11356,2020-08-14 13:14:01.368629+00:00,August 2020
11357,2020-08-14 13:14:22.500616+00:00,August 2020
11358,2020-08-14 13:17:24.986383+00:00,August 2020
11359,2020-08-14 13:19:17.863038+00:00,August 2020
11360,2020-08-14 13:24:15.143686+00:00,August 2020
11361,2020-08-14 13:25:38.267499+00:00,August 2020
11362,2020-08-14 13:26:30.299961+00:00,August 2020
11363,2020-08-14 13:27:32.207777+00:00,August 2020
11364,2020-08-14 13:31:25.436118+00:00,August 2020
11366,2020-08-14 13:39:16.669582+00:00,August 2020
11367,2020-08-14 13:52:19.846778+00:00,August 2020
11368,2020-08-14 13:53:25.672403+00:00,August 2020
11369,2020-08-14 13:55:02.417425+00:00,August 2020
11371,2020-08-14 13:56:30.022445+00:00,August 2020
11372,2020-08-14 13:57:34.932074+00:00,August 2020
11373,2020-08-14 13:58:39.252951+00:00,August 2020
11374,2020-08-14 14:04:18.602500+00:00,August 2020
11375,2020-08-14 14:07:57.714751+00:00,August 2020
11376,2020-08-14 14:11:38.261826+00:00,August 2020
11377,2020-08-14 14:13:59.261366+00:00,August 2020
11378,2020-08-14 14:21:00.663392+00:00,August 2020
11379,2020-08-14 14:24:17.395414+00:00,August 2020
11380,2020-08-14 14:33:27.762691+00:00,August 2020
11381,2020-08-14 14:43:38.048986+00:00,August 2020
11382,2020-08-14 14:45:30.042469+00:00,August 2020
11384,2020-08-14 14:50:30.097846+00:00,August 2020
11385,2020-08-14 14:55:26.948770+00:00,August 2020
11386,2020-08-14 14:58:16.018905+00:00,August 2020
11387,2020-08-14 15:01:51.838460+00:00,August 2020
11388,2020-08-14 15:07:11.266105+00:00,August 2020
11389,2020-08-14 15:08:53.109558+00:00,August 2020
11390,2020-08-14 15:25:55.049121+00:00,August 2020
11391,2020-08-14 15:29:30.687525+00:00,August 2020
11392,2020-08-14 15:31:15.538780+00:00,August 2020
11393,2020-08-14 15:38:20.200140+00:00,August 2020
11394,2020-08-14 15:41:08.176358+00:00,August 2020
11395,2020-08-14 15:47:47.755912+00:00,August 2020
11396,2020-08-14 15:58:19.533660+00:00,August 2020
11397,2020-08-14 16:16:14.832945+00:00,August 2020
11398,2020-08-14 16:18:57.958189+00:00,August 2020
11399,2020-08-14 16:30:36.329335+00:00,August 2020
11400,2020-08-14 16:30:47.113217+00:00,August 2020
11401,2020-08-14 16:32:24.952903+00:00,August 2020
11402,2020-08-14 16:53:13.616150+00:00,August 2020
11403,2020-08-14 16:56:54.653553+00:00,August 2020
11404,2020-08-14 16:57:03.989702+00:00,August 2020
11405,2020-08-14 17:04:07.822424+00:00,August 2020
11407,2020-08-14 17:16:15.859464+00:00,August 2020
11408,2020-08-14 17:46:53.449072+00:00,August 2020
11409,2020-08-14 18:05:27.481771+00:00,August 2020
11410,2020-08-14 18:06:06.301524+00:00,August 2020
11411,2020-08-14 18:41:09.603494+00:00,August 2020
11412,2020-08-14 18:47:57.553992+00:00,August 2020
11413,2020-08-14 18:59:29.050365+00:00,August 2020
11414,2020-08-14 19:05:22.160789+00:00,August 2020
11415,2020-08-14 19:15:15.182968+00:00,August 2020
11416,2020-08-14 19:17:48.001600+00:00,August 2020
11417,2020-08-14 19:19:43.800331+00:00,August 2020
11418,2020-08-14 19:27:38.230431+00:00,August 2020
11419,2020-08-14 20:11:25.214784+00:00,August 2020
11420,2020-08-14 20:16:04.194989+00:00,August 2020
11421,2020-08-14 20:24:15.251849+00:00,August 2020
11422,2020-08-14 20:25:29.900443+00:00,August 2020
11423,2020-08-14 20:50:22.129741+00:00,August 2020
11424,2020-08-14 21:08:30.372780+00:00,August 2020
11425,2020-08-14 21:14:22.371039+00:00,August 2020
11426,2020-08-14 21:27:30.406329+00:00,August 2020
11427,2020-08-14 21:33:49.051868+00:00,August 2020
11428,2020-08-14 21:38:19.499151+00:00,August 2020
11429,2020-08-14 21:49:54.453089+00:00,August 2020
11430,2020-08-14 22:05:11.783223+00:00,August 2020
11431,2020-08-14 22:13:13.372676+00:00,August 2020
11432,2020-08-14 23:49:13.078348+00:00,August 2020
11433,2020-08-14 23:50:38.365761+00:00,August 2020
11434,2020-08-14 23:53:33.979852+00:00,August 2020
11435,2020-08-15 03:33:12.530002+00:00,August 2020
11436,2020-08-15 04:06:38.599855+00:00,August 2020
